url,precio,precio_valor,precio_moneda,mantenimiento_valor,caracteristicas,m2_totales,m2_construidos,recamaras,banos,estacionamientos,antiguedad,direccion,ubicacion,descripcion,amenidades,lat,lng,codigo_postal,scraped_created_at,scraped_updated_at
https://www.lamudi.com.mx/detalle/41032-73-37a52bee5558-ef53-19d4c90-8529-7a9d,"MN 2,630,000",2630000.0,MN,0.0,88 m² lote | 2 rec. | 2 banos | 1 estac.,88.0,88.0,2,2,1,N/A,"LocalizaciónIgnacio Zaragoza, Veracruz, Veracruz LlaveⓘEl anunciante prefiere no mostrar la dirección exactaVer en mapa","Veracruz Llave, Veracruz, Ignacio Zaragoza","Descripción Torre AG 767

Modelo A2 Y A4

Desde $2,630,000
+Gastos de escrituración

Desde
88 m2 Habitables

Sala
Comedor con balcón
Cocina integral con barra de granito
1 Habitación principal con baño completo, vestidor y balcón
1 Habitación secundaria con clóset y balcón
1 Baño completo

El edificio cuenta con:
Recepcion
Elevador para 8 personas
Garage techado
Control de acceso
Cafeteria
Gimnasio
Area de Co-work
Roof garden con alberca y vista al mar
Jacuzzi en terraza de algunos departamentos
Tanque estacionario
Cisterna y tinaco independiente",Alberca | Cisterna | Gimnasio | Jacuzzi | Terraza,19.177422,-96.124582,91919,2026-07-29T20:32:08.162273,2026-07-29T20:32:08.162273
https://www.lamudi.com.mx/detalle/41032-73-3ab62e645bc8-159a-19d6672-85c3-762c,"MN 2,800,000",2800000.0,MN,0.0,80 m² lote | 2 rec. | 2 banos | 1 estac.,80.0,,2,2,1,N/A,"LocalizaciónIgnacio Zaragoza, Veracruz, Veracruz LlaveⓘEl anunciante prefiere no mostrar la dirección exactaVer en mapa","Veracruz Llave, Veracruz, Ignacio Zaragoza","Descripción Descubre este encantador departamento ubicado en el corazón de Ignacio Zaragoza, Veracruz, una zona que combina la tranquilidad residencial con la conveniencia urbana. Situado en el sexto piso de un edificio moderno, este departamento ofrece una superficie total de 80 m2, ideal para quienes buscan un espacio cómodo y funcional.

El departamento cuenta con una excelente distribucion, consta de dos recámaras dos baños, sala comedor, proporcionando el espacio necesario para una familia o para quienes deseen un ambiente de trabajo desde casa. La cocina es práctica y está equipada para satisfacer todas tus necesidades culinarias.

El edificio dispone de un elevador, lo que facilita el acceso a la propiedad. Además, incluye un espacio de estacionamiento, asegurando la comodidad y seg",Alberca | Terraza,19.178049,-96.128843,91910,2026-07-29T20:32:08.162284,2026-07-29T20:32:08.162284
https://www.lamudi.com.mx/detalle/41032-73-b8df7362362d-a015-19f2621-9452-7a1a,"MN 1,990,000",1990000.0,MN,0.0,3 rec. | 2 banos | 1 estac.,,,3,2,1,N/A,"LocalizaciónReforma, Veracruz, Veracruz LlaveⓘEl anunciante prefiere no mostrar la dirección exactaVer en mapa","Veracruz Llave, Veracruz, Reforma",Descripción departamento  en venta fraccionamiento Reforma cerca de escuelas y centros comerciales 3 recamaras estacionamiento techado cocina equipada 2 climas,Aire acondicionado | Circuito Cerrado | Cisterna,19.1701489,-96.13004029999999,,2026-07-29T20:32:08.162295,2026-07-29T20:32:08.162295
https://www.lamudi.com.mx/detalle/41032-73-28894eac8ec2-d97b-194b52e-833b-7aab,"MN 2,150,000",2150000.0,MN,0.0,65 m² lote | 2 rec. | 2 banos | 1 estac.,65.0,65.0,2,2,1,N/A,"LocalizaciónIgnacio Zaragoza, Veracruz, Veracruz LlaveVer en mapa","Veracruz Llave, Veracruz, Ignacio Zaragoza","Descripción Atención inversionistas, tenemos a la venta preciosos departamentos de 2 recámaras y alberca, se encuentran ubicados estratégicamente en una de las mejores zonas del puerto de Veracruz, muy cerca de Hospital regional, universidad Veracruz, ADO, Acuario, playas.
No dejes pasar ésta gran oportunidad y aprovecha tu crédito o de contado.
ganalo!
Último disponible:
En el Nivel 3 
Piso 4. EasyBroker ID: EB-RE3627",Aire acondicionado | Alberca | Jardin,19.175545,-96.130705,91910,2026-07-29T20:32:08.162305,2026-07-29T20:32:08.162305
https://www.lamudi.com.mx/detalle/41032-73-21fb5b7d988c-8ba1-19c7808-bff8-760a,"MN 2,750,000",2750000.0,MN,0.0,108 m² lote | 3 rec. | 2 banos | 1 estac.,108.0,108.0,3,2,1,N/A,"LocalizaciónReforma, Veracruz, Veracruz LlaveVer en mapa","Veracruz Llave, Veracruz, Reforma","Descripción Departamento ubicado en la calle pinzon
Departamento totalmente terminado en el Fraccionamiento Reforma en la Ciudad de Boca del Rio, Ver

Departamento de 108 metros cuadrados de construccion, cuenta
con:
Sala comedor
cocina integral
Tres Recamaras amplias
recamaras con closet
estacionamiento

Informes al Ver teléfono Whatsapp",Aire acondicionado | Circuito Cerrado,19.1716051,-96.12451,,2026-07-29T20:32:08.162315,2026-07-29T20:32:08.162315
https://www.lamudi.com.mx/detalle/41032-73-d196f2f3ddc0-a860-19a929d-98e3-74f6,"MN 4,700,000",4700000.0,MN,0.0,339 m² lote | 3 rec. | 1 bano,339.0,339.0,3,1,0,N/A,"LocalizaciónVeracruz Centro, Veracruz, Veracruz LlaveⓘEl anunciante prefiere no mostrar la dirección exactaVer en mapa","Veracruz Llave, Veracruz, Veracruz Centro","Descripción VENTA de Deptos 
ZONA CENTRO en Veracruz.
Superficie 339.76 Mts (13.70 x 24.80)

Edificio de tres niveles 
Planta baja y dos niveles cada uno con 3 deptos
9 departamentos en total.  En cada nivel hay un departamento de 90m2 y dos departamentos de 75m2
Distribución:
Sala comedor, cocina
Dos habitaciones con closets, un baño y patio de servicio",Cisterna,19.1969823,-96.1381188,,2026-07-29T20:32:08.162324,2026-07-29T20:32:08.162324
https://www.lamudi.com.mx/detalle/41032-73-8a554f1f3d45-1dc4-19e8f9a-877f-7383,"MN 2,150,000",2150000.0,MN,0.0,110 m² lote | 3 rec. | 2 banos | 1 estac.,110.0,110.0,3,2,1,N/A,"LocalizaciónRicardo Flores Magon, Veracruz, Veracruz LlaveVer en mapa","Veracruz Llave, Veracruz, Ricardo Flores Magon","Descripción *ESCOBARS BR VENDE* 

*PENT HOUSE, Col Zaragoza. Veracruz.* tercer nivel

*Consta de;*
Piso 1; sala, comedor, cocina, ojo de patio, baño completo, área de blancos, dos recámaras.

Planta alta; recámara principal con baño y terraza.

Estacionamiento para un auto, alberca.

*PRECIO*; $2,150,000.00

*Contáctanos al*;

*Somos los de la llavecita*🔑",Alberca | Terraza,19.19172918,-96.13005728,91900,2026-07-29T20:32:08.162333,2026-07-29T20:32:08.162333
https://www.lamudi.com.mx/detalle/41032-73-f283adcf5ca5-de8-19e2f42-b204-78bd,"MN 4,210,000",4210000.0,MN,0.0,140 m² lote | 2 rec. | 2 banos | 1 estac.,140.0,140.0,2,2,1,N/A,"LocalizaciónIgnacio Zaragoza, Veracruz, Veracruz LlaveⓘEl anunciante prefiere no mostrar la dirección exactaVer en mapa","Veracruz Llave, Veracruz, Ignacio Zaragoza","Descripción Ven y conoce nuestros departamentos en Torre residencial AG-767 ubicados en la colonia Ignacio Zaragoza en Veracruz, Ver. Conformado por 8 departamentos, este proyecto ofrece una de las zonas con mayor seguridad y comfort, teniendo como escenario el mar a 150 mts y en una avenida muy amplia y con lugares estrategicos de compras en super y mercado.
Este departamento cuenta con una construcción de 140M2.

Departamentos en venta Torre AG-767 en la colonia Ignacio Zaragoza en Veracruz, ver.

Sala-comedor
cocina integral con barra de granito
2 recámaras
2 baños

area de lavado
un cajon de estacionamiento techado
Totalmente climatizado
Gas estacionario
Cisterna y Tinaco independiente por cada departamento

Adicionales:
Elevador para 8 personas
Recepción
Control de seguridad
Cafeteria",Aire acondicionado | Alberca | Cisterna | Gimnasio | Jacuzzi | Terraza,19.178182,-96.125325,91910,2026-07-29T20:32:08.162343,2026-07-29T20:32:08.162343
https://www.lamudi.com.mx/detalle/41032-73-33aa10125929-d63f-19a0ba8-815b-71ff,"MN 1,920,000",1920000.0,MN,0.0,56 m² lote | 2 rec. | 1 bano,56.0,56.0,2,1,0,N/A,"LocalizaciónRicardo Flores Magon, Veracruz, Veracruz LlaveⓘEl anunciante prefiere no mostrar la dirección exactaVer en mapa","Veracruz Llave, Veracruz, Ricardo Flores Magon","Descripción Departamento en Venta 

Veracruz desde $1,920,000 MXN

Ubicados a solo tres cuadras del Boulevard Manuel Ávila Camacho, en la colonia Ricardo Flores Magón, estos departamentos ofrecen una excelente ubicación cerca de la zona turística del Puerto de Veracruz.

Col. Ricardo Flores Magon

Consta de 11 departamentos distribuidos en cuatro niveles, con tres tipologías diferentes, todos con un cajón de estacionamiento y balcón privado. Además, cuenta con rooftop de uso común.

Modelos disponibles:
 •	Tipo A: 78.92 m², 2 recámaras, 2 baños completos
 •	Tipo B: 75.36 m², 2 recámaras, 2 baños completos
 •	Tipo C: 56.26 m², 1 recámara, 1 baño completo

Cada unidad incluye sala-comedor, cocina integral, cuarto de lavado y preparación para minisplit en todas las áreas.

Precio de preventa ",Aire acondicionado | Terraza,19.191586,-96.128163,91900,2026-07-29T20:32:08.162352,2026-07-29T20:32:08.162352
https://www.lamudi.com.mx/detalle/41032-73-8bf9b080de44-4258-19f489a-bbc4-7c0f,"MN 1,250,000",1250000.0,MN,0.0,70 m² lote | 2 rec. | 2 banos,70.0,70.0,2,2,0,N/A,"LocalizaciónEl Coyol, Veracruz, Veracruz LlaveⓘEl anunciante prefiere no mostrar la dirección exactaVer en mapa","Veracruz Llave, Veracruz, El Coyol","Descripción DEPARTAMENTOS EN VENTA EN EL COYOL CON VISTA A LA LAGUNA 
Superficie 70 m2 y 90 m2

Vive en una zona tranquila y con excelente ubicación en El Coyol, con fácil acceso a supermercados, tiendas de conveniencia, escuelas y todos los servicios que necesitas en tu día a día.

Disfruta de una hermosa vista a la laguna, en un entorno ideal para familias jóvenes o como inversión inteligente.

Características generales:
 Interfón en todos los departamentos
 Área de juegos infantiles 
 Estacionamiento cerrado para 1 auto 
 Mantenimiento mensual: $700 (incluye agua)

 Opción 1 – 70 m² | Desde $1,250,000
2 recámaras con clóset
Recámara principal con baño completo
1 baño completo adicional
Sala - comedor
Cocina abierta
Área de lavado

 Opción 2 – 90 m² | Desde $1,500,000
3 recámaras con cló",,19.158421,-96.149916,91779,2026-07-29T20:32:08.162362,2026-07-29T20:32:08.162362
https://www.lamudi.com.mx/detalle/41032-73-70d6b95f7ffd-b581-19cdf9d-ab1c-736d,"MN 2,850,000",2850000.0,MN,0.0,2 rec. | 2 banos | 1 estac.,,,2,2,1,N/A,"LocalizaciónIgnacio Zaragoza, Veracruz, Veracruz LlaveⓘEl anunciante prefiere no mostrar la dirección exactaVer en mapa","Veracruz Llave, Veracruz, Ignacio Zaragoza","Descripción Preventa torre de 28 departamentos con elevador,  de 2 recámaras, 2 baños, cocina integral con cubierta de granito, roof con alberca, 1 lugar de estacionamiento, muy cerca del Malecón, las playas de Villa del Mar, Acuario de Veracruz.",Alberca | Terraza,19.18359442,-96.12747598,91910,2026-07-29T20:32:08.162371,2026-07-29T20:32:08.162371
https://www.lamudi.com.mx/detalle/41032-73-96ec5b42ef38-8bec-19ba648-ab34-7dc0,"MN 2,850,000",2850000.0,MN,0.0,80 m² lote | 2 rec. | 2 banos | 1 estac.,80.0,80.0,2,2,1,N/A,"LocalizaciónIgnacio Zaragoza, Veracruz, Veracruz LlaveⓘEl anunciante prefiere no mostrar la dirección exactaVer en mapa","Veracruz Llave, Veracruz, Ignacio Zaragoza","Descripción Departamento moderno y acogedor en Preventa, ideal para quienes buscan comodidad, tranquilidad y un nuevo estilo de vida con una inversión inteligente. Torre Bartolomé está ubicada a unos pasos de la playa Villa del Mar y del Acuario de Veracruz y a tan sólo unos minutos de colegios, bancos, restaurantes, y centros comerciales.  Agenda tu cita con Marbelo Inmuebles, informes Ver teléfono Whatsapp venta         $2,850,000       (Fecha estimada de entrega Diciembre 2026)
Superficie:          80m2

Torre de 28 departamentos

DESCRIPCION
•	Sala
•	Comedor
•	Cocina integral
•	Recámara principal con vestidor y baño completo
•	Recámara secundaria con closet
•	Baño completo compartido
•	Cochera para 1 auto
•	Cuarto de lavado

AMENIDADES
•	Rooftop con alberca
•	Seguridad las 24 horas
•	E",Alberca | Terraza,19.183354,-96.127142,91910,2026-07-29T20:32:08.162379,2026-07-29T20:32:08.162379
https://www.lamudi.com.mx/detalle/41032-73-3eef2d42ad92-41c2-19b9ad5-ac69-713f,"MN 2,900,000",2900000.0,MN,0.0,98 m² lote | 3 rec. | 2 banos | 2 estac.,98.0,98.0,3,2,2,N/A,"LocalizaciónMata de Pita, Veracruz, Veracruz LlaveⓘEl anunciante prefiere no mostrar la dirección exactaVer en mapa","Veracruz Llave, Veracruz, Mata de Pita","Descripción Se vende hermoso Penthouse en Veracruz en exclusivo Cluster
Cuenta con:
-Sala comedor 
-Cocina integral
-3 recámaras
-2 baños completos
-Cuarto de lavado
-Balcón
-4 aires acondicionados
-Gas estacionario

Amenidades:
-Laguna
-Alberca
-Gimnasio
-Cancha de fútbol y basquetbol

El penthouse puede vnederse con muebles (opcional)
°Refrigerador c/fábrica de hielos
°Sofá cama
°Mesa c/sombrilla (6 sillas y love)
°Cabecera de cama acolchonada
°2 camas queen size (box y colchón}
°2 cajoneras
°Cama inflable queen size
°Telescopio 

Precio de Venta $2,900,000
Muebles $50,000",Aire acondicionado | Alberca | Gimnasio | Seguridad privada | Terraza,19.1316625,-96.169983,,2026-07-29T20:32:08.162454,2026-07-29T20:32:08.162454
https://www.lamudi.com.mx/detalle/41032-73-65498342bef7-3ba9-19f8d23-8a49-70b5,"MN 4,400,000",4400000.0,MN,0.0,95 m² lote | 2 rec. | 2 banos | 2 estac.,95.0,95.0,2,2,2,N/A,"LocalizaciónVeracruz Centro, Veracruz, Veracruz LlaveVer en mapa","Veracruz Llave, Veracruz, Veracruz Centro","Descripción Departamentos en Venta | Torre Arista 500, Centro de Veracruz

Vive con comodidad, seguridad y una excelente ubicación en el corazón de Veracruz. Departamentos listos para habitar con acabados de calidad y amenidades exclusivas.

Características:
 2 recámaras
 2 baños completos
 Sala y comedor con terraza
 Cocina integral equipada
 Área de lavado
 2 cajones de estacionamiento
 Climas y calentador incluidos
Amenidades:

 Alberca • Roof Garden • Salón de eventos • Elevador • Recepción • Barbería • Valet Parking • Seguridad 24/7

Departamentos disponibles:
 Arista 10A – 151 m² – $5,750,000
 Arista 10B – 116 m² – $5,400,000
 Arista 10C – 95 m² – $4,400,000
 Arista 10D – 95 m² – $4,400,000
 Arista 10E – 120 m² – $4,900,000",Aire acondicionado | Alberca | Cisterna | Seguridad privada | Terraza,19.1978645,-96.13815679999999,,2026-07-29T20:32:08.162464,2026-07-29T20:32:08.162464
https://www.lamudi.com.mx/detalle/41032-73-8a382f812348-2993-197b6de-a04c-774e,"MN 2,860,000",2860000.0,MN,0.0,105 m² lote | 2 rec. | 2 banos | 1 estac.,105.0,105.0,2,2,1,N/A,"LocalizaciónIgnacio Zaragoza, Veracruz, Veracruz LlaveVer en mapa","Veracruz Llave, Veracruz, Ignacio Zaragoza","Descripción Tenemos en Preventa Hermosos Departamentos en Torre Ángel Gabriel ubicada en la Col I Zaragoza.
Consta de 2 Recámaras, Principal con baño, Baño Compartido, Sala, Comedor, Cocina integral, Área de Servicio, Terraza.
Muy cerca de Centros Comerciales, Escuelas, Farmacias, Restaurantes, Gasolineras, etc. EasyBroker ID: EB-TN5781",Aire acondicionado | Alberca | Terraza,19.178049,-96.128843,91910,2026-07-29T20:32:08.162473,2026-07-29T20:32:08.162473
