url,precio,precio_valor,precio_moneda,mantenimiento_valor,caracteristicas,m2_totales,m2_construidos,recamaras,banos,estacionamientos,antiguedad,lat,lng,direccion,ubicacion,descripcion,amenidades,scraped_created_at,scraped_updated_at
https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-veracruz-en-la-riviera-150252656.html?n_src=Listado&n_pills=Alberca&n_pg=1&n_pos=11&n_search_id=7915746c-7dd2-4701-80df-f9a1b9bfd177,"MN 8,072,033",8072033.0,MN,0.0,148 m² lote | 2 rec. | 4 baños | 2 estac.,148.0,148.0,2,4,2,1 años,19.0729411,-96.0872997,Torre Ximara,"Congregacion Isla Del Amor, Alvarado","Departamento en venta con vista al mar y más de 10 amenidades en Torre Ximara, Riviera Veracruzana. Precio: $8, 072, 033. Habitables: 148. 89 m2. Terraza: 55. 88 m2. Estacionamiento: 28 m2 (2 autos en línea) Distribución. -Sala. -Comedor. -Cocina. -Family Room (Opción de acondicionarse como 3era habitación) -Baño completo. -Terraza. -Recamara principal con vestidor, baño y terraza. -Recamara secundaria con closet y baño. -Cuarto de lavado. -Cuarto de servicio con baño completo. Amenidades. -Lobby. -Estacionamiento para visitas. -Sala de choferes. -Elevador. -Sala de juntas. -Sala de cine. -Sala de videojuegos con consolas. -Sala de juegos. -Ludoteca. -Gym. -Bar. -Salon de eventos con área de cocina independiente. -Amplia zona de Albercas. -Zona de asadores en área de albercas. -Acceso a la playa. Precio sujeto a cambio sin previo aviso. El precio no incluye gastos notariales. Ver datos",,2026-07-29T20:33:23.662937,2026-07-29T20:33:23.662937
https://www.inmuebles24.com/propiedades/clasificado/veclapin-pent-house-torre-veramar-149971629.html?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=12&n_search_id=7915746c-7dd2-4701-80df-f9a1b9bfd177,"MN 9,500,000",9500000.0,MN,0.0,313 m² lote | 3 rec. | 4 baños | 2 estac.,313.0,313.0,3,4,2,10 años,19.1241901614,-96.1057658005,Veramar Torre,"Playa Hermosa, Boca del Río","Pent House en Venta Torre VeramarBoca del Rio$9, 500, 000+ Gastos de escrituración 313 m2 habitablesElevador directo a departamento Acceso a escalerasRecibidorSala Comedor con fan an coill Área de bar con barra con enfriador de vinos ycentro de lavadoCocina con estufa campana enfriador y refrigerador Cuarto de servicio con baño completoÁrea de lavado Medio baño visitas Clóset de blancos con luz Habitación secundaria con baño completo Habitación secundaria con vestidor y baño completo y espejos con luz indirectaÁrea de tv con mueble para pantalla climatizadoHabitación principal con vestidor y baño completo con terraza vestidor climatizado Alberca con calefacción PalapaGimnasio con baños Área para fiestas con cocina",,2026-07-29T20:33:23.662939,2026-07-29T20:33:23.662939
https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-fracc.-playas-del-conchal-144385672.html?n_src=Listado&n_pills=Alberca&n_pg=1&n_pos=13&n_search_id=7915746c-7dd2-4701-80df-f9a1b9bfd177,"MN 3,490,000",3490000.0,MN,0.0,80 m² lote | 2 rec. | 2 baños | 1 estac.,80.0,80.0,2,2,1,A estrenar,19.0757058,-96.08693729999999,Fracc. Playas del Conchal,"Playas del Conchal, Alvarado",Mantenimiento Incluido. Superficie de 80 m2. Vista al Mar. características: 1 Cajón de estacionamiento. Espacio de sala-comedor. Área de cocina. 2 Recamaras. 2 Baños completos. Terraza. amenidades: Alberca. Lobby. Social center. Sala de entretenimiento. Cancha de pádel. Muelle. Parque. Áreas verdes de 2000 m2. Gimnasio,,2026-07-29T20:33:23.662941,2026-07-29T20:33:23.662941
https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-amueblado-en-venta-sendero-cerca-de-plaza-148186331.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=14&n_search_id=7915746c-7dd2-4701-80df-f9a1b9bfd177,"MN 4,000,000",4000000.0,MN,0.0,150 m² lote | 2 rec. | 2 baños | 2 estac.,150.0,160.0,2,2,2,5 años,19.0688126,-96.0818062,El Sendero Residencial,"Torres el Sendero Residencial, Alvarado","Hermoso departamento amueblado consta de. 160 M2. +2 habitaciones (principal con vestidor amplio Y jacuzzi), secundaria con closet. +medio baño de visita. +cocina integral equipada con barra E isla. +area de lavado. +estancia sala/comedor amplio. +terraza frontal con vista al mar. +2 cajones de estacionamiento (techado) precio de venta $4, 000, 0000. ubicacion- residencial el sendero, cerca de plaza el dorado. informes al Ver datos-24. lic. Tania saavedra",,2026-07-29T20:33:23.662943,2026-07-29T20:33:23.662943
https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-torre-diamante-boca-del-rio.-146893907.html?n_src=Listado&n_pills=Seguridad+privada&n_pg=1&n_pos=15&n_search_id=7915746c-7dd2-4701-80df-f9a1b9bfd177,"MN 2,100,000",2100000.0,MN,0.0,65 m² lote | 2 rec. | 2 baños | 1 estac.,65.0,65.0,2,2,1,A estrenar,19.1436891,-96.1130873,Torre Diamante,"Fraccionamiento Joyas de Mocambo (Granjas los Pinos), Boca del Río",Superficie 65 m2. 2 Recamaras. Climatizado. Equipado. Roof Garden. Cerca de plaza Américas y Andamar. A 10 minutos de la playa. Nueva etapa entrega Verano 2027. características: Estacionamiento para 1 auto. Espacio Sala-Comedor. Cocina integral equipada. Área de lavado. 2 Recamaras. 2 Baños. amenidades: Elevador. Barra de asador. Parque de mascotas. Roof Garden. Caseta de vigilancia. Sistema Lock Off. equipamiento: Estufa. Campana. Lambrin de madera. Azulejo en cocina. Closets cerrados. Canceles de baño. 3 aires acondicionados. Calentador. Plafón de techo en sala y cocina,,2026-07-29T20:33:23.662946,2026-07-29T20:33:23.662946
https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-torre-maree-el-ancla-150032209.html?n_src=Listado&n_pills=Seguridad+privada&n_pg=1&n_pos=16&n_search_id=7915746c-7dd2-4701-80df-f9a1b9bfd177,"MN 4,300,000",4300000.0,MN,0.0,143 m² lote | 3 rec. | 3 baños | 2 estac.,143.0,143.0,3,3,2,A estrenar,19.0772862,-96.087779,el ancla residencial,"Playas del Conchal, Alvarado",Superficie desde 143 m2. 3 Recamaras. Terraza privada. Frente al mar. Acceso directo a la playa. Elevador. Vigilancia las 24 hrs. características: Estacionamiento techado para 2 autos. Espacio Sala-Comedor con terraza. 1/2 Baño para visitas. Cocina integral con barra de granito. Cuarto de servicio. 3 Recamaras con closet y baño completo. amenidades: Roof Garden. Portón eléctrico. Elevador. Iluminación led. Ducteria para aire acondicionado y gas. Gimnasio. Salón de juegos. Alberca. Vigilancia las 24 hrs. Acceso a la playa,,2026-07-29T20:33:23.662948,2026-07-29T20:33:23.662948
https://www.inmuebles24.com/propiedades/clasificado/veclapin-venta-de-departamento-en-fraccionamiento-costa-de-oro-150539989.html?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=17&n_search_id=7915746c-7dd2-4701-80df-f9a1b9bfd177,"MN 4,000,000",4000000.0,MN,0.0,95 m² lote | 2 rec. | 2 baños | 1 estac.,95.0,95.0,2,2,1,A estrenar,19.145732,-96.100422,Marlin 66,"Fraccionamiento Costa de Oro, Boca del Río","Departamento en venta en Torre Marlin con vista al marExclusivo departamento ubicado en Torre Marlin, en el Fracc. Costa de Oro. Inversión $4, 000, 000 mxn Construcción: 95 m² Distribución del departamento: Sala y comedor con vista al mar Cocina integral 2 recámaras 2 baños completos Área de lavado Terraza con vista al mar Cochera techada para 1 auto Amenidades: Alberca Roof Garden Salón de eventos Gimnasio Área social Elevador Vigilancia 24/7 Mantenimiento: $2, 500 mensuales",,2026-07-29T20:33:23.662951,2026-07-29T20:33:23.662951
https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-veracruz-amueblado-con-vista-150246982.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=18&n_search_id=7915746c-7dd2-4701-80df-f9a1b9bfd177,"MN 2,595,000",2595000.0,MN,0.0,107 m² lote | 2 rec. | 2 baños | 1 estac.,107.0,107.0,2,2,1,11 años,19.1670830608,-96.1154511635,Fracc. Costa Verde,"Costa Verde, Boca del Río","Departamento en venta amueblado con vista panoramica sobre avenida Ruiz Cortines, Boca del Río, Veracruz. Precio amueblado $2, 695, 000. Precio sin muebles: $2, 595, 000. 107 m2 habitables con cajon de estacionamiento techado. Mantenimiento $900 mensuales. * A dos cuadras del boulevard Avila Camacho. Tercer nivel. * Sala comedor con balcón. * Cocina integral. * Cuarto de Lavado. * Pasillo con labavo. * Amplia recámara con vista panoramica y doble clóset. * Baño completo compartido. * Recámara principal con baño completo y closet. Equipamiento. * Climas. * Totalmente amueblado. * Calentador. * Persianas. * Tanque estacionario. * Portón eléctrico compartido. * Cisterna compartida. Precio sujeto a cambio sin previo aviso. El precio no incluye gastos notariales. Ver datos",,2026-07-29T20:33:23.662953,2026-07-29T20:33:23.662953
https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-nuevo-en-venta-costa-de-oro-149971952.html?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=19&n_search_id=7915746c-7dd2-4701-80df-f9a1b9bfd177,"MN 6,000,000",6000000.0,MN,0.0,166 m² lote | 3 rec. | 3 baños | 2 estac.,166.0,166.0,3,3,2,A estrenar,19.1608208525,-96.1031621915,Departamento Nuevo en Venta Costa de Oro,"Fraccionamiento Costa de Oro, Boca del Río","Departamento Nuevo en VentaTorre AnkorCosta de Oro, Boca de Río$6, 000, 000+Gastos de escrituración166 m2RecibidorSalaComedor ambos con vista al marCocina integral con barra de granito, parrilla, campana, tarja, torre para hornos y barra desayunadorMedio baño de visitas1 Habitación principal con baño completo y vestidorÁrea de tvcuarto de lavado1 Habitación secundaria con baño completo, clóset y balcónRoof GardenAlbercaSalón socialGimnasioTerrazaRecepción con vigilancia",,2026-07-29T20:33:23.662955,2026-07-29T20:33:23.662955
https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamentos-en-venta-torre-calumar-col.-revolucion-149015026.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=20&n_search_id=7915746c-7dd2-4701-80df-f9a1b9bfd177,"MN 2,750,000",2750000.0,MN,0.0,108 m² lote | 3 rec. | 3 baños | 1 estac.,108.0,108.0,3,3,1,A estrenar,19.1590276,-96.12221749999999,Revolucion,"Revolución, Boca del Río","Planta Baja $2, 960, 000. 1er Nivel $2, 890, 000. 2do Nivel $2, 820, 000. 3er Nivel $2, 750, 000. Superficie 108. 14 m2. 3 Recamaras. Climatizado. Con Roof Garden. El edificio es de 4 Niveles (4 Departamentos) A una cuadra de Av. Juan Pablo. Cerca de la Universidad Veracruzana. A unas cuadras de plaza Mocambo, Walmart y Chedraui. Cerca de Estadios Beto Ávila y Pirata Fuente. Buena Movilidad a la ciudad. caracteristicas: Cochera para 1 auto con portón eléctrico. Espacio Sala-Comedor. Cocina integral con estufa y campana. Cuarto de lavado. 1 Recamara principal con closet y baño. 2 Recamaras secundarias con closet. 1 baño completo compartido. Closet de blancos. amenidades: Roof Garden, con pérgola. 1/2 Baño. Barra de asador. equipamiento: Estufa y campana. Calentador de agua. Bomba automática. Tinaco de 1, 100 lts. Cisterna de 3, 000 Lts. Tanque estacionario. 4 Minisplits",,2026-07-29T20:33:23.662958,2026-07-29T20:33:23.662958
https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-venta-costa-de-oro-boca-del-rio-veracruz-150626465.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=21&n_search_id=7915746c-7dd2-4701-80df-f9a1b9bfd177,"MN 4,630,000",4630000.0,MN,0.0,154 m² lote | 3 rec. | 3 baños | 2 estac.,154.0,154.0,3,3,2,A estrenar,19.1591947,-96.1024407,Calle Peto 125,"Fraccionamiento Costa de Oro, Boca del Río","¡departamento de lujo nuevo en fracc. Costa de oro! A solo 2 cuadras del Blvd. Manuel Ávila Camacho y a unos pasos de la Zona Hotelera, wtc, Andamar y Plaza Américas. ¡Cerca de todo! Exclusividad total: Solo 4 departamentos nuevos con acabados residenciales de primera categoría. Dimensiones &amp; Espacios Extra. 154 m² habitables con diseño en concepto abierto e iluminación natural. 12 m² de balcón/terraza privada. 2 cajones de estacionamiento. Bodega privada. ️ Distribución Interior. ️ Cocina Integral de Ensueño: Equipada con isla de granito, horno, microondas, parrilla y campana de la prestigiosa marca teka. ️ Recámara Principal: Con vestidor amplio y baño completo. ️ Recámara 2: Con vestidor y baño completo. ️ Recámara 3: Con clóset y baño completo. ️ Amenidades Exclusivas. Alberca para relajarse. Roof Garden ideal para convivencias y reuniones. ¡Pide más información o agenda tu visita hoy mismo! (El precio puede variar sin previo aviso y no incluye gastos de escrituración).",,2026-07-29T20:33:23.662960,2026-07-29T20:33:23.662960
