url,precio,precio_valor,precio_moneda,mantenimiento_valor,caracteristicas,m2_totales,m2_construidos,recamaras,banos,estacionamientos,antiguedad,direccion,ubicacion,descripcion,amenidades,lat,lng,tipo_propiedad,tipo_operacion,scraped_created_at,scraped_updated_at
https://www.vivanuncios.com.mx/a-venta-departamento/unidad-habitacional-san-buenaventura/vive-el-lujo-en-este-penthouse-ensueno/147820035,"MXN 12,500,000",12500000.0,MXN,0.0,360.0 m² lote | 3 rec. | 2 banos | 2 estac.,360.0,360.0,3,2,2,N/A,"Unidad habitacional San Buenaventura, Río Blanco, Veracruz","Veracruz, Río Blanco, Unidad habitacional San Buenaventura","Estilo y comodidad en amplios espacios, con ubicación privilegiada. Fraccionamiento Playas del Conchal, está desarrollado entre dos campos de golf y rodeado de centros comerciales. Distribuido en 3 niveles, encontrarás cocina con barr, bar, estancia, estudio. Recámara principal con doble vestidor, spa, baño completo y terraza, 2 recámaras secundarias una de ellas con baño completo y terraza. Cuarto de servicio, área de lavado y 2 lugares de estacionamiento. Exclusivas amenities: alberca con jacuzzi y acceso privado a la playa. Aviso de privacidad, así como quejas, sugerencias y más, consulta nuestro sitio oficial o contáctanos para más detalle. No incluye el mobiliario mostrado en las fotografías. El precio es más gastos e impuestos de escrituración. El pago podrá realizarse con recursos p",Alberca | Seguridad privada | Terraza,19.08875,-96.104843,Departamento,Venta,2026-07-29T20:32:47.123682,2026-07-29T20:32:47.123682
https://www.vivanuncios.com.mx/a-venta-departamento/playa-hermosa/pent-house-torre-veramar/149972081,"MXN 9,500,000",9500000.0,MXN,0.0,313.0 m² lote | 3 rec. | 4 banos | 2 estac.,313.0,313.0,3,4,2,10,"Playa Hermosa, Boca del Río, Veracruz","Veracruz, Boca del Río, Playa Hermosa","Pent House en Venta Torre Veramar Boca del Rio $9,500,000 + Gastos de escrituración 313 m2 habitables Elevador directo a departamento Acceso a escaleras Recibidor Sala Comedor con fan an coill Área de bar con barra con enfriador de vinos y centro de lavado Cocina con estufa campana enfriador y refrigerador Cuarto de servicio con baño completo Área de lavado Medio baño visitas Clóset de blancos con luz Habitación secundaria con baño completo Habitación secundaria con vestidor y baño completo y espejos con luz indirecta Área de TV con mueble para pantalla climatizado Habitación principal con vestidor y baño completo con terraza vestidor climatizado Alberca con calefacción Palapa Gimnasio con baños Área para fiestas con cocina",Alberca | Seguridad privada | Aire acondicionado | Terraza | Jardin,19.1241901614,-96.1057658005,Departamento,Venta,2026-07-29T20:32:47.123691,2026-07-29T20:32:47.123691
https://www.vivanuncios.com.mx/a-venta-departamento/fraccionamiento-joyas-de-mocambo-granjas-los-pinos/departamento-en-venta-torre-diamante-boca-del-rio/146893922,"MXN 2,100,000",2100000.0,MXN,0.0,65.0 m² lote | 2 rec. | 2 banos | 1 estac.,65.0,65.0,2,2,1,A estrenar,"Fraccionamiento Joyas de Mocambo (Granjas los Pinos), Boca del Río, Veracruz","Veracruz, Boca del Río, Fraccionamiento Joyas de Mocambo (Granjas los Pinos)",Superficie 65 m2 2 Recamaras Climatizado Equipado Roof Garden Cerca de plaza Américas y Andamar A 10 minutos de la playa Nueva etapa entrega Verano 2027 CARACTERÍSTICAS: Estacionamiento para 1 auto Espacio Sala-Comedor Cocina integral equipada Área de lavado 2 Recamaras 2 Baños AMENIDADES: Elevador Barra de asador Parque de mascotas Roof Garden Caseta de vigilancia Sistema Lock Off EQUIPAMIENTO: Estufa Campana Lambrin de madera Azulejo en cocina Closets cerrados Canceles de baño 3 aires acondicionados Calentador Plafón de techo en sala y cocina,Seguridad privada | Terraza,19.1436891,-96.1130873,Departamento,Venta,2026-07-29T20:32:47.123700,2026-07-29T20:32:47.123700
https://www.vivanuncios.com.mx/a-venta-departamento/fraccionamiento-costa-de-oro/departamento-en-venta-torre-solandri-costa-de-oro/149972133,"MXN 4,750,000",4750000.0,MXN,0.0,158.0 m² lote | 3 rec. | 3 banos | 2 estac.,158.0,158.0,3,3,2,A estrenar,"Fraccionamiento Costa de Oro, Boca del Río, Veracruz","Veracruz, Boca del Río, Fraccionamiento Costa de Oro","SolandriCosta de Oro, Veracruz Departamento residencial en el corazón de Costa de Oro, con una ubicación estratégica que permite tener al alcance playas, restaurantes, hospitales, universidades y centros comerciales como Andamar, Las Américas y Mocambo. Características generales •	1 Departamento por planta •	2 cajones de estacionamiento por departamento •	Doble acceso controlado •	Roof garden con jacuzzi, barra, área social y servicios • Elevador Departamento Planta baja – 101 2 Habitaciones •	166.32 m² totales (131.07 m² interior + 35.25 m² exterior) •	1 Habitación principal con vestidor y baño •	1 Habitación junior con baño •	Sala de estar •	Comedor •	Cocina integral •	Cuarto de lavado •	Baño de visitas •	Patio trasero Departamento Plantas tipo 1N, 2N y 3N (3 recámaras) •	151.68 m² total",Seguridad privada | Aire acondicionado,19.1594567,-96.1026464,Departamento,Venta,2026-07-29T20:32:47.123709,2026-07-29T20:32:47.123709
https://www.vivanuncios.com.mx/a-venta-departamento/fraccionamiento-costa-de-oro/departamento-con-vista-al-mar-torre-amurac-costa-de-oro/147079800,"MXN 15,500,000",15500000.0,MXN,0.0,250.0 m² lote | 2 rec. | 2 banos | 2 estac.,250.0,245.0,2,2,2,5,"Fraccionamiento Costa de Oro, Boca del Río, Veracruz","Veracruz, Boca del Río, Fraccionamiento Costa de Oro","HERMOSO DEPARTAMENTO CON ESPECTACULAR VISTA AL MAR CONSTA DE 250 M2 +TERRAZA CON ESPECTACULAR VISTA +ELEVADOR DIRECTO AL DEPARTAMENTO +2 HABITACIONES CON BAÑO Y VESTIDOR CADA UNA +MEDIO BAÑO PARA VISITAS +SALA/COMEDOR CON VISTA +COCINA INTEGRAL CN BARRA/ESTUFA DE INDUCCION Y CAMPANA +CUARTO DE LAVADO +ENTRADA PARA SERVICIO INDEPENDIENTE +ESTACIONAMIENTO PARA 2 AUTOS AMENIDADES +TERRAZAS Y JARDINES +ALBERCA PRINCIPAL CON ASOLEADERO +ALBERCA EN TERRAZA CON ACCESO A LA PLAYA +GIMNASIO +CENTRO DE NEGOCIOS +SALA DE JUNTAS +SPA +LUDOTEA +SALON DE EVENTOS +VALET PARKING PRECIO DE VENTA $15,500,000 UBICACION- TORRE AMURA, COSTA DE ORO INFORMES AL Ver datos -24 LIC. TANIA SAAVEDRA",Alberca | Seguridad privada | Terraza | Jardin,19.1531756,-96.09482679999999,Departamento,Venta,2026-07-29T20:32:47.123718,2026-07-29T20:32:47.123718
https://www.vivanuncios.com.mx/a-venta-departamento/fraccionamiento-costa-de-oro/departamento-en-venta-torre-vela-boca-del-rio/148682799,"MXN 10,500,000",10500000.0,MXN,0.0,290.0 m² lote | 3 rec. | 3 banos | 2 estac.,290.0,290.0,3,3,2,12,"Fraccionamiento Costa de Oro, Boca del Río, Veracruz","Veracruz, Boca del Río, Fraccionamiento Costa de Oro",Superficie 290 m2 3 Recamaras con baño Vista al mar Sobre la playa con acceso directo 2 Albercas Seguridad las 24 hrs CARACTERÍSTICAS: Estacionamiento para 2 autos Bodega Espacio Sala-Comedor con vista al mar Cocina integral Estancia de tv 3 Recamaras con baño y vestidor Cuarto de servicio/oficina Área de lavado AMENIDADES: 2 Albercas Gym Salón de eventos Lobby recepción 24 hrs Vigilancia 24 hrs 2 Elevadores,Alberca | Seguridad privada | Terraza,19.1535555,-96.0993993,Departamento,Venta,2026-07-29T20:32:47.123726,2026-07-29T20:32:47.123726
https://www.vivanuncios.com.mx/a-venta-departamento/congregacion-isla-del-amor/departamento-en-venta-en-veracruz-en-la-riviera-veracruzana/150252740,"MXN 8,072,033",8072033.0,MXN,0.0,148.0 m² lote | 2 rec. | 4 banos | 2 estac.,148.0,148.0,2,4,2,1,"Congregacion Isla Del Amor, Alvarado, Veracruz","Veracruz, Alvarado, Congregacion Isla Del Amor","Departamento en venta con vista al mar y más de 10 amenidades en Torre Ximara, Riviera Veracruzana Precio: $8,072,033 Habitables: 148.89 m2 Terraza: 55.88 m2 Estacionamiento: 28 m2 (2 autos en línea) Distribución -Sala -Comedor -Cocina -Family Room (Opción de acondicionarse como 3era habitación) -Baño completo -Terraza -Recamara principal con vestidor, baño y terraza. -Recamara secundaria con closet y baño -Cuarto de lavado -Cuarto de servicio con baño completo. Amenidades -Lobby -Estacionamiento para visitas -Sala de choferes -Elevador -Sala de juntas -Sala de cine -Sala de videojuegos con consolas -Sala de juegos -Ludoteca -Gym -Bar -Salon de eventos con área de cocina independiente -Amplia zona de Albercas -Zona de asadores en área de albercas -Acceso a la playa. Precio sujeto a cambio ",Alberca | Seguridad privada | Terraza,19.0729411,-96.0872997,Departamento,Venta,2026-07-29T20:32:47.123735,2026-07-29T20:32:47.123735
https://www.vivanuncios.com.mx/a-venta-departamento/costa-verde/departamento-en-venta-costa-verde-cerca-de-plazas-comerciales/148863879,"MXN 2,650,000",2650000.0,MXN,0.0,76.0 m² lote | 2 rec. | 2 banos | 1 estac.,76.0,77.0,2,2,1,A estrenar,"Costa Verde, Boca del Río, Veracruz","Veracruz, Boca del Río, Costa Verde","BONITO DEPARTAMENTO IDEAL INVERSION CUENTA CON 77 M2 HABITABLES +2 HABITACIONES +2 BAÑOS COMPLETOS SALA/COMEDOR +COCINA CON BARRA DE GRANITO +AREA DE LAVADO +ESTACIONAMIENTO (NO TECHADO) PARA 1 AUTO PRECIO DE VENTA 2 PISO (ESCALERAS) $2,650,000 PRECIO DE VENTA 4 PISO (ESCALERAS) $2,550,000 AREA COMUN- ROOG GARDEN CON ALBERCA UBICACION- CALLE REYES HEROLES, A MEDIA CUADRA DEL BULEVAR, CERCA DE PLAZAS COMERCIALES INFORMES AL Ver datos -24 LIC. TANIA SAAVEDRA",Alberca | Seguridad privada,19.1638742,-96.1086673,Departamento,Venta,2026-07-29T20:32:47.123744,2026-07-29T20:32:47.123744
https://www.vivanuncios.com.mx/a-venta-departamento/boca-del-rio/departamento-amueblado-en-venta-levant-boca-del-rio/149980261,"MXN 8,600,000",8600000.0,MXN,0.0,182.0 m² lote | 3 rec. | 3 banos | 3 estac.,182.0,182.0,3,3,3,10,"Boca del Río, Veracruz","Veracruz, Boca del Río","Departamento Amueblado en Venta Torre Levant Boca del Río, Ver. Exclusivo departamento ubicado en Torre Levant, en una de las zonas mas privilegiadas de Boca del Río. Su altura y orientación ofrecen vistas espectaculares al mar y a la ciudad, así como amaneceres inigualables y una agradable vista marina. $8,600,000.00 + Gastos de escrituración 182 m2 Amueblado Sala Comedor Cocina integral con barra de cuarzo, estufa, campana, horno, refrigerador y barra desayunador Medio baño de visitas Cuarto de lavado Cuarto de TV 1 Habitación principal con baño completo, vestidor y balcon 1 Habitación secundaria con closet y baño completo 1 Habitación secundaria con closet y baño completo 3 Cajones de estacionamiento 2 Bodegas Las amenidades de la Torre Levant son inigualables. Podrás relajarte en la al",Alberca | Seguridad privada | Aire acondicionado | Terraza,19.1261343859,-96.1060580165,Departamento,Venta,2026-07-29T20:32:47.123753,2026-07-29T20:32:47.123753
https://www.vivanuncios.com.mx/a-venta-departamento/mocambo/departamento-con-vista-al-mar-cerca-de-bulevar-y-plazas-comerciales/149483138,"MXN 5,200,000",5200000.0,MXN,0.0,135.0 m² lote | 2 rec. | 2 banos | 2 estac.,135.0,136.0,2,2,2,15,"Mocambo, Boca del Río, Veracruz","Veracruz, Boca del Río, Mocambo","HERMOSO DEPARTAMENTO CON VISTA AL MAR CONSTA DE 136 M2 +2 HABITACIONES (PRINCIPAL CON UN VESTIDOR AMPLIO) +2 BAÑOS COMPLETOS +COCINA INTEGRAL EQUIPADA +AREA SALA/COMEDOR +PEQUEÑA TERRAZA FRONTAL CON VISTA AL MAR +AREA DE LAVADO +CUARTO DE SERVICIO CON BAÑO +2 CAJONES DE ESTACIONAMIENTO LA TORRE CUENTA CON AMENIDADES +ALBERCA TECHADA +ALBERCA AL AIRE LIBRE CON ESPECTACULAR VISTA AL MAR +TERRAZA +2 SALONES DE USO MULTIPLE +LOBBY +2 ELEVADORES +SEGURIDAD 24/7 PRECIO DE VENTA $5,200,000 UBICACION- TORRE MOCAMBO 500, CERCA DE BULEVAR, PLAZAS COMERCIALES INFORMES AL Ver datos -24 LIC. TANIA SAAVEDRA",Alberca | Seguridad privada | Terraza,19.131620599999998,-96.10534299999999,Departamento,Venta,2026-07-29T20:32:47.123763,2026-07-29T20:32:47.123763
https://www.vivanuncios.com.mx/a-venta-departamento/fraccionamiento-costa-de-oro/venta-de-departamento-en-fraccionamiento-costa-de-oro-con-vista-al-mar/150539995,"MXN 4,000,000",4000000.0,MXN,2500.0,95.0 m² lote | 2 rec. | 2 banos | 1 estac.,95.0,95.0,2,2,1,A estrenar,"Fraccionamiento Costa de Oro, Boca del Río, Veracruz","Veracruz, Boca del Río, Fraccionamiento Costa de Oro","Departamento en venta en Torre Marlin con vista al mar Exclusivo departamento ubicado en Torre Marlin, en el Fracc. Costa de Oro. Inversión $4,000,000 MXN Construcción: 95 m² Distribución del departamento: Sala y comedor con vista al mar Cocina integral 2 recámaras 2 baños completos Área de lavado Terraza con vista al mar Cochera techada para 1 auto Amenidades: Alberca Roof Garden Salón de eventos Gimnasio Área social Elevador Vigilancia 24/7 Mantenimiento: $2,500 mensuales",Alberca | Seguridad privada | Aire acondicionado | Terraza,19.145732,-96.100422,Departamento,Venta,2026-07-29T20:32:47.123772,2026-07-29T20:32:47.123772
https://www.vivanuncios.com.mx/a-venta-departamento/adalberto-tejeda/departamentos-en-venta-torre-asmara-boca-del-rio/150608349,"MXN 1,750,000",1750000.0,MXN,0.0,65.0 m² lote | 1 rec. | 1 banos | 1 estac.,65.0,65.0,1,1,1,A estrenar,"Adalberto Tejeda, Boca del Río, Veracruz","Veracruz, Boca del Río, Adalberto Tejeda",Superficie 65 m2 1 Recamara A 5 min de Plaza Americas y Andamar Fácil movilidad a toda la ciudad CARACTERÍSTICAS: Estacionamiento para 1 auto Espacio Sala-Comedor Cocina integral 1 Recamara 1 Baño completos Área de lavado techada EQUIPAMIENTO: Ducteria para aires acondicionados en todas las áreas Tanque estacionario Calentador de gas Rotoplas Cisterna con bomba Construcción con ladrillo térmico y acústico,Seguridad privada | Cisterna,19.1456604,-96.1225328,Departamento,Venta,2026-07-29T20:32:47.123781,2026-07-29T20:32:47.123781
https://www.vivanuncios.com.mx/a-venta-departamento/revolucion/departamentos-en-venta-torre-calumar-col-revolucion-boca-del-rio/149015095,"MXN 2,750,000",2750000.0,MXN,0.0,108.0 m² lote | 3 rec. | 3 banos | 1 estac.,108.0,108.0,3,3,1,A estrenar,"Revolución, Boca del Río, Veracruz","Veracruz, Boca del Río, Revolución","Planta Baja $2,960,000 1er Nivel $2,890,000 2do Nivel $2,820,000 3er Nivel $2,750,000 Superficie 108.14 m2 3 Recamaras Climatizado Con Roof Garden El edificio es de 4 Niveles (4 Departamentos) A una cuadra de Av. Juan Pablo Cerca de la Universidad Veracruzana. A unas cuadras de plaza Mocambo, Walmart y Chedraui Cerca de Estadios Beto Ávila y Pirata Fuente Buena Movilidad a la ciudad CARACTERISTICAS: Cochera para 1 auto con portón eléctrico Espacio Sala-Comedor Cocina integral con estufa y campana Cuarto de lavado 1 Recamara principal con closet y baño 2 Recamaras secundarias con closet 1 baño completo compartido Closet de blancos AMENIDADES: Roof Garden, con pérgola 1/2 Baño Barra de asador EQUIPAMIENTO: Estufa y campana Calentador de agua Bomba automática Tinaco de 1,100 lts Cisterna de 3",Seguridad privada | Aire acondicionado | Cisterna | Terraza,19.1590276,-96.12221749999999,Departamento,Venta,2026-07-29T20:32:47.123791,2026-07-29T20:32:47.123791
